;Date;Review;Rating
798;09/02/2022;"PIRE SERVICE CLIENT DU MONDE
Bonjour,
je suis honnêtement choqué d'un tel service client, je n'ai jamais vu ça, il y a dix jours, j'ai souscrit à l'offre RMC, pour un tarif de 25 euros par mois, pour pouvoir regarder le match du PSG en ligue des champions. Je suis passé par RED car j'ai mon abonnement téléphonique chez eux. PIRE ERREUR DE MA VIE. Dix jours plus tard je reçois une facture d'environ 33 euros, en plus de ma facture téléphonique. Je contacte le service client pour avoir le détail, on me dit que c'est le service RMC qui est facturé 33 euros. Je demande donc à résilier car je n'ai regardé qu'une seule soirée et il est hors de questions que je paie autant pour regarder un seul match sur mon ordinateur. Je demande si je vais bien n'être facturé que pour les jours où l'abonnement courrait et on me répond que non, je serai quand même facturé 33 euros et que la résiliation vient d'être effectuée. JE NE PEUX DONC PLUS ACCEDER AU SERVICE RMC SPORT ET J'AI PAYE 33 EUROS POUR 10 JOURS D'ABONNEMENT. QUELLE ARNAQUEEE. Je vais partir de chez eux et je vous conseille de fuir aussi vite et aussi loin que possible.";1
799;09/02/2022;Contrat fibre. Pannes à répétition. Il est très fréquent de rester plus d un moins sans fibre. Aucun sav efficace. Surtout ne pas souscrire ! Fuyez ! Il faudrait un gendarme des communications pour interdir cet opérateur et lui retirer sa licence d exploitation. C est une honte !;1
800;08/02/2022;"Nous avons demandé une résiliation depuis le 26 Janvier 2022 et nous sommes toujours prélevé et notre box pas résiliée.
Nous appelons le service client plusieurs fois par semaine, quand le SAV ne sait pas répondre à nos questions, il est désagréable et vous prennes pour des imbéciles. Donc toujours en attente de la résiliation...
A éviter, car en plus avant résiliation on avait régulièrement des coupures d'internet sans explications. Et puis je ne parle de leurs appels répétés et insistants.";1
801;07/02/2022;Rien à dire ...inscription...mise en marche ...Aprés Faut voir le réseau Paris ....;5
802;06/02/2022;Le service client est en ligne et fait exprès de ne pas répondre aux questions posées. De même tout est flou sur leur site, les informations sont dissimulées. Enfin, on nous rajoute des options sans nous consulter en permanence et qui sont payantes bien sûr et il faut faire la démarche de les résilier à chaque fois pour ne pas être prélevé à notre insu. Adieu Red SFR;1
803;06/02/2022;"Client red mobile et ADSL depuis des années, je me laisse séduire par la fibre en janvier 2022
Résultats... Le 9 février seulement la fibre est branchée et le 10 en panne!
En février red me fait payer le forfait ADSL et la fibre !
Le 23 j'appel red pour qu'ils stoppent le prélèvement ADSL et .... Tout est résilié !
Magique !!
Un technicien doit revenir pour réactiver la fibre chez moi.... Entre 13h et 18h évidemment on bosse pas la semaine :(";1
804;06/02/2022;Coupure internet à répétition. Impossible de joindre un service technique pour la box. Le robot demande un numéro de ligne fixe qui évidemment est impossible à appeler car ne fonctionnant pas est injoignable. Lamentable !;1
805;06/02/2022;Je suis arrivé chez Red par un forfait promo à 10€ avec SFR presse inclus. J'étais satisfait par l'offre et le service. Puis SFR Presse est devenu payant. Quelques mois plus tard, le forfait a été augmenté de 3€ ( soit 30% du prix initial) avec pour seul compensation quelques gigas de data en plus. Bref c'est devenu payer plus pour avoir moins. Les forfaits promo continuent d'être commercialisés pour les nouveaux abonnés, ce qui donne l'impression de se faire avoir. La qualité du service et de la couverture est correcte. Sans plus.;2
806;05/02/2022;"Voleur
60% d augmentation du tarif contractuel imposé de force";1
807;05/02/2022;Aucun dialogue avec le sav cela fait une semaine que je n’ai plus d’internet suite à la tempête et toujours d’infos de Red By;1
808;05/02/2022;"Éligible à la fibre Je suis attiré par l'offre à petit prix et sans engagement de Red. Mais après 3 rendez vous qui m'ont fait perdre 3 demi journée je n'ai vu qu'un technicien le premier qui n'avait pas de nacelle et pas assez de cable pour m'installer la fibre. J'ai 400m de fibre a poser. Les deux autres rendez vous qui ont suivi m'ont posé un lapin.
Au téléphone les standardistes répète leur texte par cœur sans écouter. Elle ne sont pas au courant de votre historique et ne prennent aucune info en compte, bref, elles et ils ne servent à rien";1
809;05/02/2022;"Attention, ils vous rajoutent des options, vous les refusez au moment voulez et vous augmentent quand même le forfait à coup de 3€ par mois. Et quand vous leur demandez un remboursement ils refusent malgré la confirmation que vous avez refusez l’option!
Sur ma fiche client, il était noté 12€, il me prélevaient 15€. Là je viens de voir que j’étais passée à 18€ pour une option que j’avais refusée il y a un an, confirmépar l’opérateur et là, ils le passentà 21€, je refuse et ils me remboursent 3€. Je demande les 42€ de remboursement pour l’année et ils me disent qu’ils ne peuvent pas car ils m’ont déjà accordé une remise de 3€ et ne peuvent pas faire 2 remises, car c’est à titre exceptionnel. Un conseil: à fuir ou à bien contrôler ses factures";1
810;05/02/2022;"Une étoile parce qu'on ne peut pas en mettre zéro. Service clientèle d'une incompétence affligeante. Plusieurs interlocuteurs qui ce contredise même au premier contact avant souscription on ne vous donne pas les bonnes informations.
Par contre pour la facturation et les frais de ils sont présents. J'ai résilié leur offre redbox 10 jours après la souscription. Je vais en faire de même pour toutes nos lignes mobile. Mieux vaut payer un peu plus et avoir un vrais service client. Qualité réseau internet très mauvais par rapport à la concurrence.";1
811;05/02/2022;Après des années chez SFR et RED, je ne peux que constater la baisse de qualité (déjà pas fameuse) des services proposés : Réseaux de mauvaise qualité, service client à l’efficacité discutable (changement d’interlocuteur intempestif, du coup aucun suivi de la demande puisqu’ils ne relisent pas les précédents message) à fuir absolument malgré les tarifs fait pour attirer du monde.;1
812;04/02/2022;"Cela avait très bien commencé au debut de ma souscription Fibre. J'avais un tres bon debit et la box delivrait un bon signal wifi dans toute la maison. Malheureusement qlq mois plus tard, je constatais des coupures intempestives de connexion fibre, et lorsque je contactais le service client, ils se renvoyaient la balle et le problème n'etait pas résolu. Ensuite en plus des coupures, c'etait la qualité de la fibre qui laissait à désirer. Une video youtube sur un ordi galérait à charger lorsqu'une tv etait sur netflix par exemple.
Heureusement pour nous, tous s'est résolu après avoir changé de fournisseur.";2
813;03/02/2022;"Bonjour, 
J'ai fais 2 parrainages pour le même filleul ( ma maman): un pour une ligne mobile et un pour une box (27/12/21).  C'est aussi moi même qui ai appelé pour réaliser les 2 abonnements ( ma maman ne savant pas gérer tout cela). Les 2 abonnements ont été fait le même jour par téléphone. Je suis aussi certain d'avoir donné le code parrainage et précisé que chacun des abonnement devaient en bénéficier ( et, via le chat, je leur propose de vérifier, puisqu'ils enregistrent nos appels). Le parrainage pour la ligne mobile à bien été pris en compte (10 euro aussi bien du coté du parrain que du filleul), mais le parrainage pour la box n'apparait ni côté parrain, ni coté filleul (15 euro pour le parrain et la même chose pour le filleul).
 
Plusieurs  contacts via le chat (qui est leu seul moyen de contact pour ce genre de soucis)  ont aboutis au fait que RED SFR refuse de prendre en compte ce parrainage de la box (ils prétextent que je ne l'ai pas mentionné en ligne/ et je me tue à le dire que l'abonnement s'est fait via téléphone) .  Je pense que mon interlocuteur RED SFR à oublié de noter le Code, puisque pour ma part, 100% de l'abonnement s'est fait en ligne....     Mais bon Ils ont le dernier mots, et je n'ai donc pas droit au 15 euros du parrainage.....  Messieurs de RED SFR, quel parrain serait assez idiot pour ne faire valoir qu'un seul parrainage alors que son filleul procède à 2 abonnement distinct (MOBILE ET BOX). Quel filleul serait suffisamment bête pour ne donner le code parrainage que sur un des 2 abonnements qu'il prends.  Chez RED SFR, dans le doute, c'est le client qui à tord!!!!  une Magnifique méthode commercial qui résulte à faire part ici de mon insatisfaction, insatisfaction que rependrait dès que je trouverai d'autres forums adaptés à ce genre de plainte. Vous avez raison, je n'ai aucun moyen de prouver mes dires, je vous demandais juste de vérifier ce que je dis en écoutant l'enregistrement. Je ne vais pas porter plainte pour cela....  (même si ces 15 euro son une somme non négligeable aussi bien pour ma filleul que pour moi) . Je me contacterai juste de faire savoir à d'éventuels clients  comment vous procédez...  ici et ailleurs.";1
814;03/02/2022;"Etant client RED SFR depuis le 1er décembre 2021, j'ai journellement, depuis le début, des micros coupures lorsque je regarde la télévision (celles-ci concernent également le téléphone). Malgré de nombreuses interventions auprès des services clients et technique et le remplacement du boitier ""connect TV"", le problème n'est toujours pas résolu !
Pour reprendre les termes d'une autre personne ""ce n'est pas cher, on en a juste pour son argent"". Est-ce normal de vendre un service ""dégradé"", tout en vantant un débit fibre THD soi-disant ""amélioré"".";3
815;03/02/2022;Pire service client. Aucun roaming en Europe. Un simple voyage en Italie et ils vous envoient des le 1er jour 60€ / mois. Attention si vous pensez faire des économies, ils vous mettront plein de conditions cachées. Allez plutôt che free, vous aurez tout compris . Ils refusent tout remboursement de leurs factures abusives. De vrais voleurs. Je résilie mon forfait aujourd'hui. Comment pourrions nous porter plainte auprès d'un service consommateur ? Merci;1
816;02/02/2022;"Dommage que l on ne puisse pas mettre ZÉRO étoile !
RED C est l arnaque du siècle.
Box + décode TV installé le 02.02.2022. Le 07.02.2022 incident sur le décodeur pas d accès à la télé.
Le 20 tjs incident du coup je les appelle via le numéro que j ai sur mon appli, je tombe sur une conseillère qui en a rien à faire clairement, je lui demande quand l incident sera réglé, elle me dit ""j en sais rien j suis pas technicienne"". Ça réponse et le ton employé de me convenant pas je lui demande de me passer un responsable, elle me raccroche tout simplementau nez ! Je rappelle tombé sur autre conseillère, lui expliquant la scène que je viens de vivre, je lui demande donc à parler à un responsable, elle me communique un numéro de téléphone. J appelle ce numéro et en fait elle m'a non pas communiqué le numéro de son responsable mais directement le numéro du service résiliation !!!
En gros je les ai saoulé donc j ai n est qu à me casser. Chose que bien évidemment j ai fait !!!
BREF RED BY SFR A FUIRE !!!";1
817;01/02/2022;J ai commencé chez RED avec 5 € p/mois pour 20 GB ce qui était très intéressant. Sans me demander mon avis, ils sont passés 1an plus tard à 8 € pour 40 GB et 6 mois plus tard 13 € pour 60 GB alors que je n en utilise que 8. C est vraiment très malhonnête de leur part.;1
818;01/02/2022;"Augmentation annuelle du contrat sans raison.
Souscription d'options payantes de leur propre chef.
Souscription à la VOD payante de leur propre chef.
Des agissements frauduleux, à éviter !";1
819;01/02/2022;"Après 1 an chez RED by SFR pour la box et pour les téléphones (2 forfaits à 5 euros pour 5Go).
Je suis globalement assez satisfait mais je dois m'arranger avec certains défauts.
Le WIFI de la box fonctionne mal et j'ai régulièrement des micro coupures. Rien de grave pour une utilisation normale d'internet mais si vous faites du jeu online ou regarder la TV, ca ne va pas le faire. J'ai donc connecté ma TV et mon ordi en filaire et depuis ca marche bien.
Pour le téléphone, RAS en France, ca se passe bien. Par contre, RED lance en ce moment une campagne pour augmenter mes forfaits sans nous demander notre avis. Pour la box et pour le téléphone, j'ai reçu des courriers m'informant d'une augmentation de 3 euros sur chacun de mes forfaits pour m'offrir des prestations dont je n'ai pas besoin. Le tout sans rien faire, ca va changer tout seul à la prochaine facture. Et autant dire que la procédure pour annuler cette nouvelle offre automatique est loin d'etre évidente. Bref si vous vous engagez chez RED, soyez attentif, les pratiques commerciales douteuses sont visiblement monnaie courante. Après chacun sa méthode, personnellement, s'ils arrivent à m'arnaquer, ils ne le feront qu'une fois. Je partirai direct et sfr n'entendra plus jamais parler de moi. D'ici la, je me contente de leur faire toute la pub qu'ils méritent pour leurs pratiques !";2
820;01/02/2022;"!!! ATTENTION ARNAQUE !!!
Arnaque déjà révélée par de précédents contributeurs : Red vous attribue des options facturées 3 € par mois. Les liens d'accès pour supprimer ces options, disponibles sur leur site et ceux communiquer par le sav sont inopérants.";1
821;31/01/2022;"Après vous avoir appâté avec leurs offres, RED By-SFR fera tout son possible pour vous facturer ensuite des options/services supplémentaires durant la relation commerciale.
Méfiez-vous, l’opérateur augmente à nouveau ses forfaits en douce avec une nouvelle stratégie légale particulièrement vicieuse: RED by SFR a décidé de faire évoluer AUTOMATIQUEMENT les forfaits mobiles et internet de ses abonnés avec des options supplémentaires (inutiles pour 95% des personnes) moyennant 3 euros de plus par mois. L'opérateur mise donc sur le fait que vous ne voyiez pas passer leur mail dans votre boîte ou que vous oubliez d'annuler l'offre souscrite automatiquement depuis votre compte avant le délai fixé (août 2022).
Cette pratique est juste dégelasse et vicieuse. Que d'imagination pour essayer de b..... vos clients";1
822;31/01/2022;Bonjour. Attention fuyez ces escrocs ! Box reçu depuis plusieurs semaines et toujours pas de télé. Le service client est incompétent et désagréable. Je relance ma demande de connect TV toutes les 72h, mon dossier est clôturé toutes les 72h, c'est génial. A jamais SFR, merci pour l'arnaque à 75 euros.;1
823;31/01/2022;Pas de service client, commande de puce payer et livre, os de trnsphere de ligne 15 jour, les différents services vous balade d’un service à l’autre est incapable de vous répondre. Par contre pour l’encaissement pas de problème, je vous déconseille fortement red en téléphonie ou en internet. Juste perdu de l’argent.;1
824;31/01/2022;INCOMPÉTENCE du service Client ou Technique pour résoudre un problème de dysfonctionnement du Connect TV. . Cela fait plus de mois que l'on à souscrit à la box8 suite à un démarchage téléphonique. ( Nous avons déjà 3 forfaits portable chez eux depuis plusieurs années) Celle-ci n'a jamais fonctionné. On nous demande de la renvoyer, et depuis plus aucunes nouvelles pour le renvoi d'un nouveau Connect TV???? On se fait balader de services en services. Personne n'est compétent pour nous renvoyer un nouveau module TV qui a été entièrement payé......?????? RED vous êtes des voleurs et incompétents. Achat le 27/12/21 : réclamations le 6 janvier / 9 janvier / 25 février;1
825;31/01/2022;"bonjour moi c'est pire 🤪
j'ai commandé une carte e-sim, et par erreur il vont m'envoyer la sim donc j'appelle je leur demande annulé pour une carte e-Sim , on me dit non il faut reprendre un forfait e-sim donc je le fait avec service client et la accroché vous rien reçu, je rappelle et encore on me dit reprendre e-sim forfait et toujours rien 🤪🤪 30€ à récupérer dans 30 jours
je trouve que le service client red sfr grave incompétent
chaud ...free lui direct chronos 5 minute c'est fait
donc j'attends je suis devenu 1 🐏🐑🐑🐑🐑🐑🐑";1
826;30/01/2022;"Jamais vu ça. Je vais pas perdre mon temps a expliquer parce que RIEN absolument RIEN ne va chez eux.
Au vu du nombre d'opérateurs disponibles en france, je vous donne un conseil :
Prenez n'importe lequel, peu importe, mais pas redbysfr";1
827;30/01/2022;"450€ de demande de dépot pour un forfait à 10€ sans abonnement sans téléphone pour des raisons inexpliquées (ancien client mais pas d'impayés, pas de comptes à l'etranger, etc...), j'appelle ca se moquer du monde.
Sans parler du SAV a fuir : 2 fois 2 heures d'attentes sur le tchat + agent commercial au tel pour annuler la commande en cours, impossible d'avoir de reponse claire et au final commande non annulée.
Vous êtes pas pret de me compter à nouveau dans vos clients!";1
828;30/01/2022;attention,en prenant cet operateur,meme en liste rouge,vous recevez plein de coup de tel de pub,7 a 8 fois par jour,ils revendent votre tel pour de la pub,j'avais pas ça avec orange,qu'elle honte;1
829;29/01/2022;"Juste que je ne peux pas mettre -10
Un service et un réseau plus que médiocre";1
830;29/01/2022;"Très très mauvais service après vente . On ne peut joindre personne par téléphone tout est par messagerie instantanée ils nous vendent du rêve quand on veut s’abonner mais la réalité est tout autre…. Box TV qui ne marche (débit trop important) pas on nous augmente les tarifs du forfait téléphone sans notre avis j’ai commencé avec un forfait 5 euros à vie puis il est passé à 8 euros et maintenant à 10 sous prétexte qu’on nous augment nos GO mais on s’en fou on n’a rien demander!!!!
Et tout ça sans pouvoir avoir d’explications puisqu’on peut joindre personne
Bref je déconseille vraiment RED SFR";1
831;29/01/2022;"Je déconseille fortement Red ils font tout pour attirer de nouveau client mais absolument rien pour fideliser tout les bon plan sont réservé aux ""nouveau "" vous client fidèle vous êtes juste bon à payer je vais résilier sans regret";1
832;28/01/2022;"Que d'avis négatifs. Personnellement aucun souci de forfait ni de connexion, client mobile et box adsl. J'attends d'être relié à la fibre pour prendre la box.
Service clients qui répond dans de bons délais sur le chat de l'application.";5
833;28/01/2022;"Service client désagréable et incompétent
5 mois que ma grand-mère de 85 ans et chez eux 5 mois sans pouvoir la contactée par le n°1 de la téléphonie ORANGE
Service client inexistant et désobligeant...
Que dire de mieux sur eux ...
Changer d'opérateur c'est le mieux";1
834;28/01/2022;"j'ai souscri à 17e et je paie 20 à la première facture pour la box
pour le portable je payais 10... puis en l'espace de 2 à 3 ans 13 puis16 sans avertissement
60% d'augmentation
sans compter les surtaxes pour les numéros spéciaux.
la stratégie client est à vomir.
fuyez !!!!!";1
835;27/01/2022;"pratiques commerciales abusives , augmentation sur le forfait initial chaque deux mois sans mettre le client au courent, je comprends pas comment on peut pas mettre fin a ce genre d'arnaque.
Le pire opérateur téléphonique !!!!!!!!";1
836;27/01/2022;Je dénonce les pratiques commerciales abusives de red by SFR en migrant des offres sans avertir le client. Service client injurieux provocateur, incompétent. C'est vraiment décevant. Honteux.;1
837;27/01/2022;A fuire service client de NUL NUL NUL NE PRENEZ RIEN CHEZ EUX CE SONT DES IMCOMPÉTENT DE NUL;1
838;27/01/2022;"J'ai souscrit un nouveau forfait RED à 10€.
Après avoir rempli tous les formulaires, validé la commande puis réglé 10€ par CB, j'ai eu la très mauvaise surprise de recvoir un mail me réclamant pour conclure la commande 450€ de dépôt de garantie.
Pourquoi ne pas m'avoir affiché cette exigence AVANT que je ne valide ma souscription ?
Les appels aux services clients sont restés sans effet.
Adieu RED.";1
839;27/01/2022;"Une note négative aurait été plus appropriée concernant l'ensemble de tous les services de ce pseudo opérateur.
Pourquoi rémunérer du personnel qui n'a accès à aucune information et qui ne peut donner aucune explication.
C'est bien la première fois de ma vie que je vais boycotter définitivement une enseigne.";1
840;27/01/2022;"C'est une arnaque
L'abonnement change à chaque début d'année sans prévenir !!
En 2019: 4€
En 2020: 5€
En 2021: 8€
En 2022: 11€";1
841;27/01/2022;Une grosse arnaque. Client fidelle de long duré ne compte pas pour rien! D'un coup la Suisse n'est plus inclus dans mon forfait et au lieu de le bloquer ou de m'informer RED mon volé pour vers 30 euros chaque fois que je passe une heure en Suisse pour recouperer mes enfants de l'aeroport de Geneve. Faible vitesse. Mauvais 4G chez moi. A eviter!;1
842;26/01/2022;"Red propose des offres bas prix mais cela cache une grosse arnaque, régulièrement ils vous enverrons des mail avec ""une offre exceptionnel rien que pour vous"", si vous ne fait rien cette offre vous sera attribué sans votre consentement, c'est très régulier et la procédure de refus est fastidieuse, pour vous donnez un ordre d'idée j'ai été augmenté de 8 euros en 2021 sur ma ligne mobile et là en 2022 je viens d'annuler 3 euros sur ma ligne mobile et 3 euros sur ma ligne fixe... si vous ne regardez pas régulièrement les mails de pub de RED votre forfait ""pas chère"" deviendra exorbitant en quelque année et sans retour en arrière possible.
Et concernant le réseau, suis sur Nimes/Montpellier, la 4G+ est inexistante et la 4G est peu capté";1
843;24/01/2022;"J'ai perdu mon téléphone il y a 3 semaines.
Depuis impossible pour red de me faire une autre carte sim.
Ils ont inventé toutes les excuses possible et m'ont assuré 10 fois que le problème était résolu.
Je suis restaurateur et mon numéro est celui utilisé sur tous les sites de réservation.
J'ai perdu des milliers d'euros.
Et il ne font toujours rien.
J'ai le même numéro depuis 27 ans et je vais être obligé d'en changer devant leur incompétence .";1
844;24/01/2022;"Je suis satisfait des services box... lorsqu'ils fonctionnent. Pannes à répétition sur mon secteur depuis plusieurs mois, avec une à deux coupures d'Internet par semaine de plusieurs jours chacune (très pratique à l'ère du télétravail).
Lorsque je signale l'incident sur l'application il ne se passe rien, il faut systématiquement appeler et mettre la pression pour que les services soient rétablis. Sans parler de la continuité des services (100 Go mobile offerts pour le partage de connexion), que les conseillers oublient d'appliquer une fois sur deux.
J'essaye à chaque fois de faire comprendre au service d'assistance technique qu'il serait judicieux de traiter ces incidents comme un problème structurel, je demande à faire remonter l'information et à être recontacté, peine perdue. Visiblement, le problème vient des infrastructures, mais personne n'a d'information sur ces fameuses infrastructures qui, manifestement, n'ont pas été construites par des êtres humains, mais sont des entités mystiques sur lesquelles on n'a aucun pouvoir.
Je songe bien entendu à quitter Red, mais j'ai peur de rencontrer le même problème ailleurs. Le plus gênant à mon sens est que le service technique + client trouve normal de ne traiter ces pannes qu'au cas par cas, au lieu de reconnaître qu'il existe un réel problème dans ces incidents répétés.
Prenez vos responsabilités au lieu de vous défausser en permanence et de repousser à chaque fois le problème.";1
845;23/01/2022;J’ai souscrit le 30/12/2021 et me suis rétracté le 31/12/2021, le retour des équipements et ma rétractation a seulement été prise en compte le 17/01/2022, puis ce jour là j’ai été débiter de 75€ malgré tout et sommes rembourser que de 34,42€ Le 08/02/2022 c’est honteux alors quand aucun cas j’ai bénéficié d’internet… je me bat à récupérer le restant du maïs en vain…!!!;1
846;23/01/2022;Je suis ravi de m'en aller ! Que des galères!;2
847;22/01/2022;Bonjour, en attente depuis le 18/01de ma connect TV payée, ils sont trés mauvais sur tous les points, service, suivi,....sans parler des plateformes ...aprés 3 autres opérateurs c'est eux la médaille d'or ....;1
848;22/01/2022;Date de l'expérience: 06 février 2022;1
849;21/01/2022;Passage du forfait soi-disant à vie de 5€ à 8€, puis depuis janvier à 12 €, sans préavis : pas de sms me permettant de m'y opposer. Au-revoir...;1
850;21/01/2022;"red sfr continue de forcer la main!
il envoie un mail qui annonce que le forfait évolue automatiquement à 3euros de plus pour plus de gigas à la prochaine facture mais impossible de refuser l'offre avant cette facture ! résultat on aura une facture avec ces 3 euros en plus que font les pouvoirs publics pour enfin mettre fin à ces arnaques";1
851;21/01/2022;Le Mo facturé 2 euros en Suisse... Quel plaisir :) (pas de sms de prévention avant d'attendre 50 euros);1
852;20/01/2022;Arnaque j'ai résilier une ligne et ils veulent me prélever une fois 16,50 € et une autre fois 15 € j'ai renvoyé la carte SIM dans les délais ils ont accepté la résiliation et malgré tout ils ne veulent plus rien comprendre maintenant ils veulent que je paye;1
853;20/01/2022;Je viens de trouver dans mes mails de pub, une fois encore, une offre SFR Red qui propose des gigas de stockage supplémentaires pour 3 euros de plus. Je n'ai clairement pas besoin de cette option! RED SFR indique que c'est pour stocker des videos (il incite donc le piratage de contenu). Sincèrement, fuyez cet opérateur Lowcost. Je ne comprends pas pourquoi les pouvoirs publics autorisent ce type de pratique ?;1
854;19/01/2022;fuyez, boite low cost -> service low cost;1
855;19/01/2022;Mon expérience chez redbysfr a été un fiasco, tant pour l'adsl que pour la fibre. Suite à des soucis technique concernant notre adsl, 3 rendez-vous annulés sans nous prévenir en moins d'un an. (Donc 3congés posés pour rien) Concernant la fibre une interruption de service de deux semaines avec des mensonges de la part de 3conseilllés : ils m'ont affirmés la possibilité de commander une box 4g afin de pallier aux problèmes d'internet indisponible, et au bout de 4jours d'appel de ma part pour savoir ou cela en était, on fini par me dire : je vais vous dire la vérité mais comme vous êtes client redbysfr vous n'y avait pas le droit. Bien sur si on m'avait dit cela avant j'aurais pu trouver des solutions pour travailler de mon côté (je suis en télétravail). De plus, tous les 4jours appel d'un conseiller technique N2 pour me dire qu-il n'a pas d'information concernant le problème en cours. Et la goutte d'eau , me dire : je devrait vous rappeler le jeudi mais je suis en congé, je vous rappellerais donc samedi. En terme d'incompétence on atteins des sommets. Nous sommes donc passés à la concurrence qui en 15min nous a mis la fibre en nous brassant sur la centrale de chez eux. Plus jamais redbysfr.;1
856;17/01/2022;"Offre pour une box avec remboursement des frais de résiliation l'ancienne box c'est ce que j'ai souscrit
J'ai envoyé tous les documents en tant et en heure.
Remboursement de s 100 € soit disant sous 5 semaines.
Mon dossier est marqué comme ""accepté""
Cela fait 3 mois depuis l'envoi de mes documents:
AUCUN REMBOURSEMENT..
TOUJOURS LES MEMES FACTURES AUCUN AVOIR

1)Publicité mensongère officielle
2) non respect des engagements commerciaux et contractuels (Code du commerce)
3) Pratiques commerciales douteuses
4) Aucune réponse sur leur Tchat

Je vais démarrer mes démarches";1
857;17/01/2022;"FUYEZ‼️‼️‼️

J’avais pris un forfait de 10€. Depuis octobre Red a augmenté mon forfait a 16€ SANS MON CONSENTEMENT dans quelques mois ça va être encore plus haut?!!! Ça c’est voler les gens!!

Je me fiche que vous faites des « investissements pour le développement de votre réseau », comme dit par le service client, je suis toujours chez moi ! Je n’ai pas besoin de « améliorer »mon abonnement

C’est un vol!!! Je veux qu’on me rembourse";1
858;16/01/2022;J'ai souscrit à de nombreux abonnements de fournisseurs d'accès à internet différents (Free, Orange, Bouygues etc.). Parmi ces FAI SFR est le pire que j'ai connu. Je n'ai jamais autant eu à contacter le service client de ce FAI depuis que je suis abonné chez eux car j'ai constamment des coupures de service. Il faut ajouter à ce point que leur service client est d'une nullité incroyable. Les conseillers que vous avez au téléphone sont incompétents en plus d'être saoulé de vous assister. J'ai eu une coupure d'internet pendant plus de 14 jours avec la visite de 7 techniciens différents à mon domicile. Aucun n'a su résoudre le problème. Il m'a fallu pas loin d'une trentaine d'appels au service client RED by SFR pour enfin tomber sur un conseiller qui a su mettre à profit ses compétences en diagnostiquant correctement le problème, ce qui a permis de résoudre la situation. Si jamais vous vous posez la question de souscrire à un abonnement chez RED by SFR car l'offre semble être intéressante réfléchissez-y à plus d'une fois. Pour moi c'est terminé, dès que j'aurai l'occasion de les quitter je n'hésiterai pas une seule seconde. Je préfère payer 5 voire 10-15 euros plus cher mon abonnement mensuellement pour éviter d'avoir des problèmes constamment et d'avoir à appeler un service client nullissime tous les 2 jours pendant des semaines.;1
859;16/01/2022;Ils m'ont souscrit une option RMC sport coutant 25euros par mois, sachant que la box que j'avais acheté était à 27 euros par mois. Ma facture a été de 52 euros pendant plus de 6 mois. Je leur ai demandé de me rembourser, ils ont refusé. Impossible de parler à un humain. Service déplorable, uniquement des robots répondent, qui ne comprennent pas les problématiques. Je déconseille fortement.;1
860;15/01/2022;"Je ne vous conseille vraiment pas!! Bientôt 3 semaines que nous avons emménagé et 3 semaines sans télé!! J’appelle mais soit ils ne comprennent rien soit l’équipe technique va me rappeler d’ici 72h maximum ça fait déjà 2 fois que l’on doit me rappeler sous 72h pour un problème de décodeur qui ne marche pas! C’est du grand n’importe quoi pire service client qu’il puisse exister!!!!!!!!!!
A FUIR!";1
861;14/01/2022;"INCONCEVABLE ET INACCEPTABLE..... ET JE RESTE BIEN SUR POLIE.... FUYEZ.... POUR QUELQUES EUROS DE PLUS CHEZ UN CONCURRENT DE RED SFR VOUS AUREZ UN SERVICE ET UN FORFAIT QUI TIENDRA LA ROUTE..... Je m'explique....
Début janvier un conseiller RED m'a appelé me disant que ma ligne était éligible à la fibre et me propose un forfait. Je me laisse MALHEUREUSEMENT séduire par l'offre (il faut dire que le conseiller à mis le paquet aux niveaux des arguments...) RDV pris le 31 janv pour qu'un technicien vienne.... Le technicien arrive , il est pressé, il me ""fou"" tout comme ça dans un placard proche de mon compteur électrique. Des fils partout, la box qui pend et j'en passe... Avant de partir il me dit d'essayer internet. En effet internet fonctionne d'ailleurs pas spécialement plus vite qu'avant la fibre... Je lui indique que le téléphone fixe ne fonctionne pas. Il me dit il faut 24h... Je le laisse donc partir. Aujourd'hui tjs pas de fixe qui fonctionne, j'ai appelé 3 fois le service RED, il me ballade, se moque de moi. Je leur exige que le technicien revienne, il me dise que si je veux que le technicien revienne les frais reste à ma charge... Je ne peux me passer d'un tel fixe puisque j'ai un emploi à domicile... Bref je résilie donc tout et je pars chez un concurrent.... Orange a l'air plus sérieux à en entendre mes proches qui ont se fournisseur....";1
862;13/01/2022;"L’application Red ne donne pas les informations en temps réel.
J’ai souscrit un abonnement à la box, cette abonnement a été annulé sans que j’en sois informé.
Lorsque j’ai voulu souscrire un nouvel abonnement, le tarif avait évolué : de 18 € par mois je suis passé à 30 € par mois.
Et cependant, toujours pas d’informations concernant ce nouvel abonnement.
Étant donné qu’il s’agit uniquement de digital, pas de Conseiller…
J’ai effectué la même démarche pour mon père. Cela a pris beaucoup de temps. Mais lui, ne paye que 18 € par mois pour les mêmes prestations.
Impossible d’avoir une réponse claire de la part du service client.";1
863;12/01/2022;"Mon abonnement RED est censé inclure des prestations à l'international mais j'ai été facture sur plusieurs mois jusqu'à atteindre 220 euros. J'ai fais une demande au service client 4 semaines après toujours rien
C'est une arnaque et en plus ils ont essayé sans me prévenir de modifier mon forfait pour que je n'ai plus mes usages internationaux";1
